time,date,dow,hour,temperature_2m,precipitation,rain,snowfall,cloud_cover,wind_speed_10m,weather_code
2022-01-01 00:00:00,2022-01-01,saturday,0,7.9,0.0,0.0,0.0,100,3.4,3
2022-01-01 01:00:00,2022-01-01,saturday,1,7.9,0.0,0.0,0.0,100,6.4,3
2022-01-01 02:00:00,2022-01-01,saturday,2,8.1,0.0,0.0,0.0,100,4.7,3
2022-01-01 03:00:00,2022-01-01,saturday,3,7.8,0.0,0.0,0.0,100,7.4,3
2022-01-01 04:00:00,2022-01-01,saturday,4,7.7,0.1,0.1,0.0,100,4.7,51
2022-01-01 05:00:00,2022-01-01,saturday,5,7.7,0.0,0.0,0.0,100,9.4,3
2022-01-01 06:00:00,2022-01-01,saturday,6,8.1,1.8,1.8,0.0,100,5.9,61
2022-01-01 07:00:00,2022-01-01,saturday,7,8.6,1.4,1.4,0.0,100,6.1,61
2022-01-01 08:00:00,2022-01-01,saturday,8,8.4,0.5,0.5,0.0,100,3.4,53
2022-01-01 09:00:00,2022-01-01,saturday,9,9.3,0.6,0.6,0.0,100,7.7,53
2022-01-01 10:00:00,2022-01-01,saturday,10,9.9,0.6,0.6,0.0,100,7.6,53
2022-01-01 11:00:00,2022-01-01,saturday,11,10.1,0.6,0.6,0.0,100,10.9,53
2022-01-01 12:00:00,2022-01-01,saturday,12,11.1,0.4,0.4,0.0,100,9.7,51
2022-01-01 13:00:00,2022-01-01,saturday,13,11.4,0.5,0.5,0.0,100,11.9,53
2022-01-01 14:00:00,2022-01-01,saturday,14,11.7,0.7,0.7,0.0,100,9.2,53
2022-01-01 15:00:00,2022-01-01,saturday,15,11.9,0.4,0.4,0.0,100,8.4,51
2022-01-01 16:00:00,2022-01-01,saturday,16,11.6,0.2,0.2,0.0,100,8.2,51
2022-01-01 17:00:00,2022-01-01,saturday,17,11.3,0.4,0.4,0.0,100,4.3,51
2022-01-01 18:00:00,2022-01-01,saturday,18,10.7,1.5,1.5,0.0,100,2.3,61
2022-01-01 19:00:00,2022-01-01,saturday,19,10.6,0.8,0.8,0.0,100,3.3,53
2022-01-01 20:00:00,2022-01-01,saturday,20,9.9,1.7,1.7,0.0,100,4.3,61
2022-01-01 21:00:00,2022-01-01,saturday,21,10.8,1.8,1.8,0.0,100,7.3,61
2022-01-01 22:00:00,2022-01-01,saturday,22,10.8,1.3,1.3,0.0,100,7.4,61
2022-01-01 23:00:00,2022-01-01,saturday,23,10.8,4.1,4.1,0.0,100,13.9,63
2022-01-02 00:00:00,2022-01-02,sunday,0,10.6,8.5,8.5,0.0,100,15.3,65
2022-01-02 01:00:00,2022-01-02,sunday,1,10.5,6.4,6.4,0.0,100,16.5,63
2022-01-02 02:00:00,2022-01-02,sunday,2,10.1,0.2,0.2,0.0,100,11.9,51
2022-01-02 03:00:00,2022-01-02,sunday,3,9.8,0.1,0.1,0.0,100,12.7,51
2022-01-02 04:00:00,2022-01-02,sunday,4,9.9,0.4,0.4,0.0,100,11.3,51
2022-01-02 05:00:00,2022-01-02,sunday,5,9.9,0.1,0.1,0.0,100,9.5,51
2022-01-02 06:00:00,2022-01-02,sunday,6,9.6,0.2,0.2,0.0,100,5.2,51
2022-01-02 07:00:00,2022-01-02,sunday,7,9.2,0.0,0.0,0.0,100,4.9,3
2022-01-02 08:00:00,2022-01-02,sunday,8,9.5,0.0,0.0,0.0,100,3.9,3
2022-01-02 09:00:00,2022-01-02,sunday,9,9.9,0.0,0.0,0.0,100,2.6,3
2022-01-02 10:00:00,2022-01-02,sunday,10,10.9,0.0,0.0,0.0,100,4.8,3
2022-01-02 11:00:00,2022-01-02,sunday,11,11.8,0.0,0.0,0.0,100,9.3,3
2022-01-02 12:00:00,2022-01-02,sunday,12,12.1,0.0,0.0,0.0,100,12.0,3
2022-01-02 13:00:00,2022-01-02,sunday,13,12.9,0.0,0.0,0.0,100,15.0,3
2022-01-02 14:00:00,2022-01-02,sunday,14,13.2,0.1,0.1,0.0,100,17.1,51
2022-01-02 15:00:00,2022-01-02,sunday,15,12.1,0.0,0.0,0.0,100,14.0,3
2022-01-02 16:00:00,2022-01-02,sunday,16,11.6,0.0,0.0,0.0,100,15.8,3
2022-01-02 17:00:00,2022-01-02,sunday,17,10.8,0.0,0.0,0.0,100,18.8,3
2022-01-02 18:00:00,2022-01-02,sunday,18,8.9,0.0,0.0,0.0,100,20.1,3
2022-01-02 19:00:00,2022-01-02,sunday,19,7.4,0.0,0.0,0.0,100,21.4,3
2022-01-02 20:00:00,2022-01-02,sunday,20,6.3,0.0,0.0,0.0,100,23.9,3
2022-01-02 21:00:00,2022-01-02,sunday,21,5.0,0.0,0.0,0.0,100,25.1,3
2022-01-02 22:00:00,2022-01-02,sunday,22,3.5,0.0,0.0,0.0,100,20.9,3
2022-01-02 23:00:00,2022-01-02,sunday,23,2.8,0.0,0.0,0.0,100,18.1,3
2022-01-03 00:00:00,2022-01-03,monday,0,2.1,0.0,0.0,0.0,100,16.6,3
2022-01-03 01:00:00,2022-01-03,monday,1,1.8,0.0,0.0,0.0,100,14.8,3
2022-01-03 02:00:00,2022-01-03,monday,2,1.4,0.0,0.0,0.0,100,15.3,3
2022-01-03 03:00:00,2022-01-03,monday,3,1.0,0.0,0.0,0.0,100,14.7,3
2022-01-03 04:00:00,2022-01-03,monday,4,0.6,0.0,0.0,0.0,100,15.4,3
2022-01-03 05:00:00,2022-01-03,monday,5,0.3,0.0,0.0,0.0,100,14.8,3
2022-01-03 06:00:00,2022-01-03,monday,6,-0.2,0.0,0.0,0.0,100,15.6,3
2022-01-03 07:00:00,2022-01-03,monday,7,-0.8,0.0,0.0,0.0,100,18.8,3
2022-01-03 08:00:00,2022-01-03,monday,8,0.4,0.0,0.0,0.0,100,19.2,3
2022-01-03 09:00:00,2022-01-03,monday,9,-0.4,0.0,0.0,0.0,100,20.9,3
2022-01-03 10:00:00,2022-01-03,monday,10,-0.9,0.0,0.0,0.0,100,20.0,3
2022-01-03 11:00:00,2022-01-03,monday,11,-1.6,0.0,0.0,0.0,100,22.8,3
2022-01-03 12:00:00,2022-01-03,monday,12,-2.1,0.2,0.0,0.14,100,21.1,71
2022-01-03 13:00:00,2022-01-03,monday,13,-2.5,0.4,0.0,0.28,100,22.2,73
2022-01-03 14:00:00,2022-01-03,monday,14,-2.7,0.3,0.0,0.21,100,24.6,73
2022-01-03 15:00:00,2022-01-03,monday,15,-2.6,0.3,0.0,0.21,100,24.8,73
2022-01-03 16:00:00,2022-01-03,monday,16,-2.4,0.1,0.0,0.07,99,21.6,71
2022-01-03 17:00:00,2022-01-03,monday,17,-2.5,0.1,0.0,0.07,99,29.3,71
2022-01-03 18:00:00,2022-01-03,monday,18,-2.7,0.0,0.0,0.0,100,22.7,3
2022-01-03 19:00:00,2022-01-03,monday,19,-3.0,0.0,0.0,0.0,100,24.9,3
2022-01-03 20:00:00,2022-01-03,monday,20,-2.8,0.0,0.0,0.0,100,23.3,3
2022-01-03 21:00:00,2022-01-03,monday,21,-3.0,0.0,0.0,0.0,0,19.2,0
2022-01-03 22:00:00,2022-01-03,monday,22,-3.7,0.0,0.0,0.0,0,16.8,0
2022-01-03 23:00:00,2022-01-03,monday,23,-4.3,0.0,0.0,0.0,0,16.3,0
2022-01-04 00:00:00,2022-01-04,tuesday,0,-4.8,0.0,0.0,0.0,0,17.3,0
2022-01-04 01:00:00,2022-01-04,tuesday,1,-5.3,0.0,0.0,0.0,0,20.0,0
2022-01-04 02:00:00,2022-01-04,tuesday,2,-5.8,0.0,0.0,0.0,0,18.7,0
2022-01-04 03:00:00,2022-01-04,tuesday,3,-6.0,0.0,0.0,0.0,0,15.5,0
2022-01-04 04:00:00,2022-01-04,tuesday,4,-6.2,0.0,0.0,0.0,0,15.8,0
2022-01-04 05:00:00,2022-01-04,tuesday,5,-6.3,0.0,0.0,0.0,0,14.4,0
2022-01-04 06:00:00,2022-01-04,tuesday,6,-6.4,0.0,0.0,0.0,0,14.1,0
2022-01-04 07:00:00,2022-01-04,tuesday,7,-6.6,0.0,0.0,0.0,0,13.1,0
2022-01-04 08:00:00,2022-01-04,tuesday,8,-6.2,0.0,0.0,0.0,0,13.8,0
2022-01-04 09:00:00,2022-01-04,tuesday,9,-6.1,0.0,0.0,0.0,0,10.3,0
2022-01-04 10:00:00,2022-01-04,tuesday,10,-4.8,0.0,0.0,0.0,0,7.0,0
2022-01-04 11:00:00,2022-01-04,tuesday,11,-3.5,0.0,0.0,0.0,0,4.3,0
2022-01-04 12:00:00,2022-01-04,tuesday,12,-2.0,0.0,0.0,0.0,0,5.4,0
2022-01-04 13:00:00,2022-01-04,tuesday,13,-0.6,0.0,0.0,0.0,0,6.0,0
2022-01-04 14:00:00,2022-01-04,tuesday,14,0.3,0.0,0.0,0.0,45,5.1,1
2022-01-04 15:00:00,2022-01-04,tuesday,15,0.9,0.0,0.0,0.0,65,11.1,2
2022-01-04 16:00:00,2022-01-04,tuesday,16,0.9,0.0,0.0,0.0,95,12.9,3
2022-01-04 17:00:00,2022-01-04,tuesday,17,0.3,0.0,0.0,0.0,86,9.7,3
2022-01-04 18:00:00,2022-01-04,tuesday,18,-0.7,0.0,0.0,0.0,15,10.0,0
2022-01-04 19:00:00,2022-01-04,tuesday,19,-0.6,0.0,0.0,0.0,0,12.9,0
2022-01-04 20:00:00,2022-01-04,tuesday,20,-0.6,0.0,0.0,0.0,62,9.0,2
2022-01-04 21:00:00,2022-01-04,tuesday,21,-1.0,0.0,0.0,0.0,100,10.7,3
2022-01-04 22:00:00,2022-01-04,tuesday,22,-1.4,0.0,0.0,0.0,100,10.5,3
2022-01-04 23:00:00,2022-01-04,tuesday,23,-1.6,0.0,0.0,0.0,44,10.0,1
2022-01-05 00:00:00,2022-01-05,wednesday,0,-1.9,0.0,0.0,0.0,38,10.9,1
2022-01-05 01:00:00,2022-01-05,wednesday,1,-2.0,0.0,0.0,0.0,0,13.9,0
2022-01-05 02:00:00,2022-01-05,wednesday,2,-1.9,0.0,0.0,0.0,97,17.4,3
2022-01-05 03:00:00,2022-01-05,wednesday,3,-1.8,0.0,0.0,0.0,100,13.5,3
2022-01-05 04:00:00,2022-01-05,wednesday,4,-1.7,0.0,0.0,0.0,100,12.1,3
2022-01-05 05:00:00,2022-01-05,wednesday,5,-1.5,0.0,0.0,0.0,100,8.9,3
2022-01-05 06:00:00,2022-01-05,wednesday,6,-1.4,0.0,0.0,0.0,100,7.7,3
2022-01-05 07:00:00,2022-01-05,wednesday,7,-0.9,0.0,0.0,0.0,100,8.0,3
2022-01-05 08:00:00,2022-01-05,wednesday,8,0.3,0.0,0.0,0.0,100,12.1,3
2022-01-05 09:00:00,2022-01-05,wednesday,9,1.1,0.0,0.0,0.0,100,9.3,3
2022-01-05 10:00:00,2022-01-05,wednesday,10,2.2,0.1,0.1,0.0,100,12.6,51
2022-01-05 11:00:00,2022-01-05,wednesday,11,2.7,0.1,0.1,0.0,100,13.8,51
2022-01-05 12:00:00,2022-01-05,wednesday,12,3.2,0.1,0.1,0.0,100,9.2,51
2022-01-05 13:00:00,2022-01-05,wednesday,13,4.1,0.2,0.2,0.0,100,17.2,51
2022-01-05 14:00:00,2022-01-05,wednesday,14,5.6,0.0,0.0,0.0,100,17.6,3
2022-01-05 15:00:00,2022-01-05,wednesday,15,6.7,0.0,0.0,0.0,100,15.5,3
2022-01-05 16:00:00,2022-01-05,wednesday,16,7.1,0.0,0.0,0.0,100,21.8,3
2022-01-05 17:00:00,2022-01-05,wednesday,17,6.6,0.0,0.0,0.0,100,19.9,3
2022-01-05 18:00:00,2022-01-05,wednesday,18,5.3,0.0,0.0,0.0,100,16.3,3
2022-01-05 19:00:00,2022-01-05,wednesday,19,4.6,0.0,0.0,0.0,100,14.1,3
2022-01-05 20:00:00,2022-01-05,wednesday,20,4.7,0.0,0.0,0.0,70,9.2,2
2022-01-05 21:00:00,2022-01-05,wednesday,21,3.2,0.0,0.0,0.0,27,8.7,1
2022-01-05 22:00:00,2022-01-05,wednesday,22,2.2,0.0,0.0,0.0,94,8.1,3
2022-01-05 23:00:00,2022-01-05,wednesday,23,1.7,0.0,0.0,0.0,100,8.1,3
2022-01-06 00:00:00,2022-01-06,thursday,0,1.4,0.0,0.0,0.0,100,8.0,3
2022-01-06 01:00:00,2022-01-06,thursday,1,1.4,0.0,0.0,0.0,100,10.0,3
2022-01-06 02:00:00,2022-01-06,thursday,2,1.3,0.0,0.0,0.0,100,11.4,3
2022-01-06 03:00:00,2022-01-06,thursday,3,1.3,0.0,0.0,0.0,100,13.4,3
2022-01-06 04:00:00,2022-01-06,thursday,4,1.4,0.0,0.0,0.0,7,12.2,0
2022-01-06 05:00:00,2022-01-06,thursday,5,1.4,0.0,0.0,0.0,0,14.1,0
2022-01-06 06:00:00,2022-01-06,thursday,6,1.6,0.0,0.0,0.0,0,17.9,0
2022-01-06 07:00:00,2022-01-06,thursday,7,1.4,0.0,0.0,0.0,37,19.5,1
2022-01-06 08:00:00,2022-01-06,thursday,8,1.9,0.0,0.0,0.0,98,20.2,3
2022-01-06 09:00:00,2022-01-06,thursday,9,1.5,0.0,0.0,0.0,100,18.4,3
2022-01-06 10:00:00,2022-01-06,thursday,10,1.9,0.0,0.0,0.0,99,17.3,3
2022-01-06 11:00:00,2022-01-06,thursday,11,2.8,0.0,0.0,0.0,100,18.2,3
2022-01-06 12:00:00,2022-01-06,thursday,12,3.5,0.0,0.0,0.0,100,19.1,3
2022-01-06 13:00:00,2022-01-06,thursday,13,3.9,0.0,0.0,0.0,100,18.4,3
2022-01-06 14:00:00,2022-01-06,thursday,14,4.2,0.0,0.0,0.0,59,17.3,2
2022-01-06 15:00:00,2022-01-06,thursday,15,4.2,0.0,0.0,0.0,94,15.2,3
2022-01-06 16:00:00,2022-01-06,thursday,16,4.0,0.0,0.0,0.0,99,11.3,3
2022-01-06 17:00:00,2022-01-06,thursday,17,3.1,0.0,0.0,0.0,100,8.0,3
2022-01-06 18:00:00,2022-01-06,thursday,18,1.6,0.0,0.0,0.0,100,9.8,3
2022-01-06 19:00:00,2022-01-06,thursday,19,0.7,0.0,0.0,0.0,100,11.7,3
2022-01-06 20:00:00,2022-01-06,thursday,20,-0.6,0.0,0.0,0.0,100,5.1,3
2022-01-06 21:00:00,2022-01-06,thursday,21,0.2,0.0,0.0,0.0,100,2.3,3
2022-01-06 22:00:00,2022-01-06,thursday,22,0.1,0.0,0.0,0.0,100,2.3,3
2022-01-06 23:00:00,2022-01-06,thursday,23,-0.2,0.0,0.0,0.0,100,5.1,3
2022-01-07 00:00:00,2022-01-07,friday,0,-0.3,0.1,0.0,0.07,100,8.4,71
2022-01-07 01:00:00,2022-01-07,friday,1,-0.6,0.2,0.0,0.14,100,12.6,71
2022-01-07 02:00:00,2022-01-07,friday,2,-0.7,0.2,0.0,0.14,100,15.5,71
2022-01-07 03:00:00,2022-01-07,friday,3,-0.8,0.3,0.0,0.21,100,15.6,73
2022-01-07 04:00:00,2022-01-07,friday,4,-1.2,1.3,0.0,0.91,100,15.3,75
2022-01-07 05:00:00,2022-01-07,friday,5,-1.8,1.6,0.0,1.12,100,16.3,75
2022-01-07 06:00:00,2022-01-07,friday,6,-1.9,1.5,0.0,1.05,100,14.9,75
2022-01-07 07:00:00,2022-01-07,friday,7,-2.0,1.7,0.0,1.19,100,13.7,75
2022-01-07 08:00:00,2022-01-07,friday,8,-1.5,1.2,0.0,0.84,100,18.7,75
2022-01-07 09:00:00,2022-01-07,friday,9,-2.2,0.7,0.0,0.49,100,18.1,73
2022-01-07 10:00:00,2022-01-07,friday,10,-2.0,0.2,0.0,0.14,100,17.8,71
2022-01-07 11:00:00,2022-01-07,friday,11,-1.3,0.0,0.0,0.0,77,14.8,2
2022-01-07 12:00:00,2022-01-07,friday,12,-0.6,0.0,0.0,0.0,1,24.4,0
2022-01-07 13:00:00,2022-01-07,friday,13,-0.2,0.0,0.0,0.0,48,26.8,1
2022-01-07 14:00:00,2022-01-07,friday,14,0.1,0.0,0.0,0.0,6,23.8,0
2022-01-07 15:00:00,2022-01-07,friday,15,-0.1,0.0,0.0,0.0,14,23.7,0
2022-01-07 16:00:00,2022-01-07,friday,16,-0.4,0.0,0.0,0.0,11,23.8,0
2022-01-07 17:00:00,2022-01-07,friday,17,-1.2,0.0,0.0,0.0,61,21.7,2
2022-01-07 18:00:00,2022-01-07,friday,18,-2.2,0.0,0.0,0.0,42,20.9,1
2022-01-07 19:00:00,2022-01-07,friday,19,-2.8,0.0,0.0,0.0,6,23.3,0
2022-01-07 20:00:00,2022-01-07,friday,20,-2.8,0.0,0.0,0.0,0,24.6,0
2022-01-07 21:00:00,2022-01-07,friday,21,-3.7,0.0,0.0,0.0,28,23.3,1
2022-01-07 22:00:00,2022-01-07,friday,22,-4.5,0.0,0.0,0.0,40,19.4,1
2022-01-07 23:00:00,2022-01-07,friday,23,-5.6,0.0,0.0,0.0,31,15.6,1
2022-01-08 00:00:00,2022-01-08,saturday,0,-6.2,0.0,0.0,0.0,36,15.9,1
2022-01-08 01:00:00,2022-01-08,saturday,1,-5.7,0.0,0.0,0.0,24,21.6,1
2022-01-08 02:00:00,2022-01-08,saturday,2,-6.1,0.0,0.0,0.0,12,19.5,0
2022-01-08 03:00:00,2022-01-08,saturday,3,-6.7,0.0,0.0,0.0,43,20.6,1
2022-01-08 04:00:00,2022-01-08,saturday,4,-7.1,0.0,0.0,0.0,21,17.4,1
2022-01-08 05:00:00,2022-01-08,saturday,5,-7.4,0.0,0.0,0.0,0,13.8,0
2022-01-08 06:00:00,2022-01-08,saturday,6,-7.8,0.0,0.0,0.0,0,10.5,0
2022-01-08 07:00:00,2022-01-08,saturday,7,-8.2,0.0,0.0,0.0,0,11.0,0
2022-01-08 08:00:00,2022-01-08,saturday,8,-7.8,0.0,0.0,0.0,0,15.1,0
2022-01-08 09:00:00,2022-01-08,saturday,9,-8.0,0.0,0.0,0.0,0,15.9,0
2022-01-08 10:00:00,2022-01-08,saturday,10,-7.6,0.0,0.0,0.0,4,14.5,0
2022-01-08 11:00:00,2022-01-08,saturday,11,-6.2,0.0,0.0,0.0,5,11.2,0
2022-01-08 12:00:00,2022-01-08,saturday,12,-5.2,0.0,0.0,0.0,0,8.9,0
2022-01-08 13:00:00,2022-01-08,saturday,13,-4.3,0.0,0.0,0.0,2,8.0,0
2022-01-08 14:00:00,2022-01-08,saturday,14,-3.5,0.0,0.0,0.0,0,7.7,0
2022-01-08 15:00:00,2022-01-08,saturday,15,-3.2,0.0,0.0,0.0,8,5.5,0
2022-01-08 16:00:00,2022-01-08,saturday,16,-4.6,0.0,0.0,0.0,0,6.2,0
2022-01-08 17:00:00,2022-01-08,saturday,17,-4.8,0.0,0.0,0.0,0,7.7,0
2022-01-08 18:00:00,2022-01-08,saturday,18,-7.4,0.0,0.0,0.0,0,10.4,0
2022-01-08 19:00:00,2022-01-08,saturday,19,-8.0,0.0,0.0,0.0,0,12.2,0
2022-01-08 20:00:00,2022-01-08,saturday,20,-5.7,0.0,0.0,0.0,0,10.9,0
2022-01-08 21:00:00,2022-01-08,saturday,21,-4.1,0.0,0.0,0.0,0,9.8,0
2022-01-08 22:00:00,2022-01-08,saturday,22,-4.2,0.0,0.0,0.0,14,12.6,0
2022-01-08 23:00:00,2022-01-08,saturday,23,-4.3,0.0,0.0,0.0,43,12.0,1
2022-01-09 00:00:00,2022-01-09,sunday,0,-4.3,0.0,0.0,0.0,29,12.4,1
2022-01-09 01:00:00,2022-01-09,sunday,1,-4.7,0.0,0.0,0.0,68,14.1,2
2022-01-09 02:00:00,2022-01-09,sunday,2,-5.2,0.0,0.0,0.0,99,13.7,3
2022-01-09 03:00:00,2022-01-09,sunday,3,-4.9,0.0,0.0,0.0,100,12.7,3
2022-01-09 04:00:00,2022-01-09,sunday,4,-4.2,0.0,0.0,0.0,100,13.4,3
2022-01-09 05:00:00,2022-01-09,sunday,5,-2.7,0.0,0.0,0.0,100,15.8,3
2022-01-09 06:00:00,2022-01-09,sunday,6,-2.2,0.0,0.0,0.0,100,17.6,3
2022-01-09 07:00:00,2022-01-09,sunday,7,-1.1,0.0,0.0,0.0,100,18.5,3
2022-01-09 08:00:00,2022-01-09,sunday,8,-0.9,0.0,0.0,0.0,100,15.3,3
2022-01-09 09:00:00,2022-01-09,sunday,9,-0.1,0.0,0.0,0.0,100,15.4,3
2022-01-09 10:00:00,2022-01-09,sunday,10,0.6,0.4,0.4,0.0,100,20.8,51
2022-01-09 11:00:00,2022-01-09,sunday,11,1.1,0.0,0.0,0.0,100,20.6,3
2022-01-09 12:00:00,2022-01-09,sunday,12,1.4,0.2,0.2,0.0,100,22.5,51
2022-01-09 13:00:00,2022-01-09,sunday,13,1.9,0.2,0.2,0.0,100,23.8,51
2022-01-09 14:00:00,2022-01-09,sunday,14,2.3,0.2,0.2,0.0,100,20.3,51
2022-01-09 15:00:00,2022-01-09,sunday,15,2.8,0.2,0.2,0.0,100,17.7,51
2022-01-09 16:00:00,2022-01-09,sunday,16,3.0,0.6,0.6,0.0,100,19.6,53
2022-01-09 17:00:00,2022-01-09,sunday,17,3.5,0.3,0.3,0.0,100,16.6,51
2022-01-09 18:00:00,2022-01-09,sunday,18,3.6,0.3,0.3,0.0,100,13.9,51
2022-01-09 19:00:00,2022-01-09,sunday,19,3.9,0.5,0.5,0.0,100,13.6,53
2022-01-09 20:00:00,2022-01-09,sunday,20,3.2,0.9,0.9,0.0,100,15.6,53
2022-01-09 21:00:00,2022-01-09,sunday,21,3.5,0.7,0.7,0.0,100,16.4,53
2022-01-09 22:00:00,2022-01-09,sunday,22,3.8,0.6,0.6,0.0,100,17.1,53
2022-01-09 23:00:00,2022-01-09,sunday,23,4.1,0.0,0.0,0.0,100,17.0,3
2022-01-10 00:00:00,2022-01-10,monday,0,4.2,0.0,0.0,0.0,100,20.0,3
2022-01-10 01:00:00,2022-01-10,monday,1,4.0,0.0,0.0,0.0,100,19.4,3
2022-01-10 02:00:00,2022-01-10,monday,2,3.0,0.0,0.0,0.0,100,22.0,3
2022-01-10 03:00:00,2022-01-10,monday,3,1.6,0.0,0.0,0.0,100,23.5,3
2022-01-10 04:00:00,2022-01-10,monday,4,0.4,0.0,0.0,0.0,100,24.1,3
2022-01-10 05:00:00,2022-01-10,monday,5,-1.1,0.0,0.0,0.0,94,23.1,3
2022-01-10 06:00:00,2022-01-10,monday,6,-2.5,0.0,0.0,0.0,33,21.5,1
2022-01-10 07:00:00,2022-01-10,monday,7,-4.0,0.0,0.0,0.0,71,18.6,2
2022-01-10 08:00:00,2022-01-10,monday,8,-2.2,0.0,0.0,0.0,5,18.6,0
2022-01-10 09:00:00,2022-01-10,monday,9,-2.6,0.0,0.0,0.0,8,15.3,0
2022-01-10 10:00:00,2022-01-10,monday,10,-2.0,0.0,0.0,0.0,0,17.4,0
2022-01-10 11:00:00,2022-01-10,monday,11,-2.0,0.0,0.0,0.0,0,22.6,0
2022-01-10 12:00:00,2022-01-10,monday,12,-1.9,0.0,0.0,0.0,0,22.7,0
2022-01-10 13:00:00,2022-01-10,monday,13,-1.5,0.0,0.0,0.0,66,22.2,2
2022-01-10 14:00:00,2022-01-10,monday,14,-1.2,0.0,0.0,0.0,0,19.9,0
2022-01-10 15:00:00,2022-01-10,monday,15,-1.1,0.0,0.0,0.0,0,20.3,0
2022-01-10 16:00:00,2022-01-10,monday,16,-1.4,0.0,0.0,0.0,0,20.5,0
2022-01-10 17:00:00,2022-01-10,monday,17,-2.0,0.0,0.0,0.0,0,17.9,0
2022-01-10 18:00:00,2022-01-10,monday,18,-3.2,0.0,0.0,0.0,0,11.7,0
2022-01-10 19:00:00,2022-01-10,monday,19,-4.2,0.0,0.0,0.0,0,13.1,0
2022-01-10 20:00:00,2022-01-10,monday,20,-3.8,0.0,0.0,0.0,3,16.1,0
2022-01-10 21:00:00,2022-01-10,monday,21,-3.6,0.0,0.0,0.0,57,16.9,2
2022-01-10 22:00:00,2022-01-10,monday,22,-3.6,0.0,0.0,0.0,42,18.4,1
2022-01-10 23:00:00,2022-01-10,monday,23,-3.5,0.0,0.0,0.0,4,20.9,0
2022-01-11 00:00:00,2022-01-11,tuesday,0,-4.1,0.0,0.0,0.0,23,21.8,1
2022-01-11 01:00:00,2022-01-11,tuesday,1,-4.4,0.0,0.0,0.0,5,23.1,0
2022-01-11 02:00:00,2022-01-11,tuesday,2,-5.2,0.0,0.0,0.0,2,24.8,0
2022-01-11 03:00:00,2022-01-11,tuesday,3,-6.2,0.0,0.0,0.0,0,25.2,0
2022-01-11 04:00:00,2022-01-11,tuesday,4,-6.9,0.0,0.0,0.0,17,26.7,0
2022-01-11 05:00:00,2022-01-11,tuesday,5,-7.8,0.0,0.0,0.0,0,24.8,0
2022-01-11 06:00:00,2022-01-11,tuesday,6,-8.3,0.0,0.0,0.0,0,21.9,0
2022-01-11 07:00:00,2022-01-11,tuesday,7,-8.4,0.0,0.0,0.0,18,24.0,0
2022-01-11 08:00:00,2022-01-11,tuesday,8,-8.1,0.0,0.0,0.0,32,26.0,1
2022-01-11 09:00:00,2022-01-11,tuesday,9,-8.6,0.0,0.0,0.0,11,24.0,0
2022-01-11 10:00:00,2022-01-11,tuesday,10,-8.6,0.0,0.0,0.0,39,22.8,1
2022-01-11 11:00:00,2022-01-11,tuesday,11,-8.1,0.0,0.0,0.0,14,21.3,0
2022-01-11 12:00:00,2022-01-11,tuesday,12,-7.7,0.0,0.0,0.0,2,21.3,0
2022-01-11 13:00:00,2022-01-11,tuesday,13,-7.3,0.0,0.0,0.0,0,18.1,0
2022-01-11 14:00:00,2022-01-11,tuesday,14,-6.7,0.0,0.0,0.0,0,17.4,0
2022-01-11 15:00:00,2022-01-11,tuesday,15,-6.3,0.0,0.0,0.0,0,15.6,0
2022-01-11 16:00:00,2022-01-11,tuesday,16,-6.2,0.0,0.0,0.0,0,14.1,0
2022-01-11 17:00:00,2022-01-11,tuesday,17,-6.3,0.0,0.0,0.0,0,14.0,0
2022-01-11 18:00:00,2022-01-11,tuesday,18,-6.8,0.0,0.0,0.0,0,10.0,0
2022-01-11 19:00:00,2022-01-11,tuesday,19,-6.9,0.0,0.0,0.0,0,7.0,0
2022-01-11 20:00:00,2022-01-11,tuesday,20,-7.6,0.0,0.0,0.0,0,2.8,0
2022-01-11 21:00:00,2022-01-11,tuesday,21,-8.2,0.0,0.0,0.0,0,3.3,0
2022-01-11 22:00:00,2022-01-11,tuesday,22,-8.1,0.0,0.0,0.0,0,3.5,0
2022-01-11 23:00:00,2022-01-11,tuesday,23,-7.4,0.0,0.0,0.0,15,4.2,0
2022-01-12 00:00:00,2022-01-12,wednesday,0,-7.2,0.0,0.0,0.0,34,7.3,1
2022-01-12 01:00:00,2022-01-12,wednesday,1,-6.9,0.0,0.0,0.0,90,12.1,3
2022-01-12 02:00:00,2022-01-12,wednesday,2,-6.8,0.0,0.0,0.0,96,13.1,3
2022-01-12 03:00:00,2022-01-12,wednesday,3,-6.7,0.0,0.0,0.0,100,16.1,3
2022-01-12 04:00:00,2022-01-12,wednesday,4,-6.6,0.0,0.0,0.0,96,17.3,3
2022-01-12 05:00:00,2022-01-12,wednesday,5,-6.4,0.0,0.0,0.0,9,16.1,0
2022-01-12 06:00:00,2022-01-12,wednesday,6,-6.2,0.0,0.0,0.0,0,16.7,0
2022-01-12 07:00:00,2022-01-12,wednesday,7,-5.8,0.0,0.0,0.0,2,16.4,0
2022-01-12 08:00:00,2022-01-12,wednesday,8,-5.2,0.0,0.0,0.0,10,17.6,0
2022-01-12 09:00:00,2022-01-12,wednesday,9,-4.5,0.0,0.0,0.0,27,16.1,1
2022-01-12 10:00:00,2022-01-12,wednesday,10,-2.6,0.0,0.0,0.0,95,14.7,3
